Market Place,Account Holder,Account,Psp Reference,Payment Psp Reference,Payment Merchant Reference,Capture Psp Reference,Capture Merchant Reference,Payout Psp Reference,Chargeback Psp Reference,Booking Date,TimeZone,Description,Main Currency,Main Amount,Record Type,Balance Currency,Pending (BC),Balance (BC),Exchange Rate,Bank account details,US State,Refund terms,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016323811281619,883632381067313H,GatewayTestSuite-2E04VaNqDBfNH5iEiU91xX,853632381067892D,GatewayTestSuite-2E04VaNqDBfNH5iEiU91xX-capture,,,2021-09-24 23:25:16,PDT,GatewayTestSuite-2E04VaNqDBfNH5iEiU91xX-capture,USD,20.01,Credited,USD,-20.01,20.01,,,,,,,,,,
AffiniPayLLC,1aCvDJGgRyDPawUiDPoLE7-4CDl08AqjuZbR9CRournCQ,8616312205540627,8016324089380877,882632408923782A,1aCvDJGgRyDPawUiDPoLE7-4CDl08AqjuZbR9CRournCQ,8026324089321259,<auto>,,,2021-09-24 23:25:16,PDT,1aCvDJGgRyDPawUiDPoLE7-4CDl08AqjuZbR9CRournCQ,USD,10,Credited,USD,-10,10,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8.01632E+15,823632381059633E,GatewayTestSuite-6OUxrIOZxEqo07EO7wvdI7,863632381060498F,GatewayTestSuite-6OUxrIOZxEqo07EO7wvdI7-capture,,,2021-09-24 23:25:16,PDT,GatewayTestSuite-6OUxrIOZxEqo07EO7wvdI7-capture,USD,19.99,Credited,USD,-19.99,19.99,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324383222676,822632438262973H,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-7ewPm8YqTFp4pnuRwGF6st,862632438262587B,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-7ewPm8YqTFp4pnuRwGF6st-capture,,,2021-09-24 23:25:16,PDT,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-7ewPm8YqTFp4pnuRwGF6st-capture,USD,11,Credited,USD,-11,11,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8016324383202611,823632438300929B,GatewayTestSuite-5tHupV3qmcLvPxtL4YQWXf,8036324383113558,<auto>,,,2021-09-24 23:25:16,PDT,Payment with empty split data - Payment with empty split data,USD,-22,Debited,USD,22,-22,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324382591329,823632438197994B,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-20fm7wQgsA9U9PktzvcGtT,863632438197727B,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-20fm7wQgsA9U9PktzvcGtT-capture,,,2021-09-24 23:25:16,PDT,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-20fm7wQgsA9U9PktzvcGtT-capture,USD,20.02,Credited,USD,-20.02,20.02,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8016324383543972,883632438297068H,GatewayTestSuite-4ddVvyz6KsgilA60Knjpdc,883632438298131C,GatewayTestSuite-28ki3gT1mGyNSzbBmgTFGO,,,2021-09-24 23:25:16,PDT,GatewayTestSuite-28ki3gT1mGyNSzbBmgTFGO,USD,-21,Debited,USD,21,-21,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8016324383062098,882632438300195F,GatewayTestSuite-0pAJafG28EwGaffiG5coAv,8026324383050224,<auto>,,,2021-09-24 23:25:16,PDT,Payment with empty split data - Payment with empty split data,USD,-11,Debited,USD,11,-11,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8016324383540986,853632438301147G,GatewayTestSuite-5iLfCs9nvu9onNW216zwRz,883632438302207E,GatewayTestSuite-1amlLDvC2MWnQwXN67Xduz,,,2021-09-24 23:25:16,PDT,GatewayTestSuite-1amlLDvC2MWnQwXN67Xduz,USD,-20.01,Debited,USD,20.01,-20.01,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324383543956,853632438301147G,GatewayTestSuite-5iLfCs9nvu9onNW216zwRz,853632438301920G,GatewayTestSuite-5iLfCs9nvu9onNW216zwRz-capture,,,2021-09-24 23:25:16,PDT,GatewayTestSuite-5iLfCs9nvu9onNW216zwRz-capture,USD,20.01,Credited,USD,-20.01,20.01,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8016323809561097,853632380908827E,4qE3mEJF3sWMqF7TdNyMwQ-5hv9wuPoPWQVaFhCYUBqrc-6ynXQdJ3pPO6OOBMlwDWrh,853632380910123E,4qE3mEJF3sWMqF7TdNyMwQ-5hv9wuPoPWQVaFhCYUBqrc-2r4tmXhiGAiEaIGzVUTF6N,,,2021-09-24 23:25:16,PDT,4qE3mEJF3sWMqF7TdNyMwQ-5hv9wuPoPWQVaFhCYUBqrc-2r4tmXhiGAiEaIGzVUTF6N,USD,-11,Debited,USD,11,-11,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324383541018,883632438299144E,GatewayTestSuite-7hIILe7vGidCYebGOKO5jD,853632438299091A,GatewayTestSuite-7hIILe7vGidCYebGOKO5jD-capture,,,2021-09-24 23:25:16,PDT,GatewayTestSuite-7hIILe7vGidCYebGOKO5jD-capture,USD,21,Credited,USD,-21,21,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324383541026,883632438297068H,GatewayTestSuite-4ddVvyz6KsgilA60Knjpdc,853632438298067B,GatewayTestSuite-4ddVvyz6KsgilA60Knjpdc-capture,,,2021-09-24 23:25:16,PDT,GatewayTestSuite-4ddVvyz6KsgilA60Knjpdc-capture,USD,21,Credited,USD,-21,21,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324383540994,853632438295762A,GatewayTestSuite-500IStMTn7savmO0Zrf6wS,863632438296184F,GatewayTestSuite-500IStMTn7savmO0Zrf6wS-capture,,,2021-09-24 23:25:16,PDT,GatewayTestSuite-500IStMTn7savmO0Zrf6wS-capture,USD,19.99,Credited,USD,-19.99,19.99,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8016324383712742,822632438303980D,GatewayTestSuite-4lE754yQVM87zP09Iak769,862632438304341D,GatewayTestSuite-3LUDxZqzdzPcWyw3OF2pa9,,,2021-09-24 23:25:16,PDT,GatewayTestSuite-3LUDxZqzdzPcWyw3OF2pa9,USD,-20.01,Debited,USD,20.01,-20.01,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324383551116,862632438301127K,GatewayTestSuite-1a9qey2HQWwxsCuSS4TQyM,862632438301680H,GatewayTestSuite-1a9qey2HQWwxsCuSS4TQyM-capture,,,2021-09-24 23:25:16,PDT,GatewayTestSuite-1a9qey2HQWwxsCuSS4TQyM-capture,USD,20.01,Credited,USD,-20.01,20.01,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8.01632E+15,863632438299631C,GatewayTestSuite-3GFmF7uwY6xfVC2MRfHC4h,883632438300629B,GatewayTestSuite-3GFmF7uwY6xfVC2MRfHC4h-capture,,,2021-09-24 23:25:16,PDT,GatewayTestSuite-3GFmF7uwY6xfVC2MRfHC4h-capture,USD,21,Credited,USD,-21,21,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324383711751,822632438303980D,GatewayTestSuite-4lE754yQVM87zP09Iak769,852632438303966K,GatewayTestSuite-4lE754yQVM87zP09Iak769-capture,,,2021-09-24 23:25:16,PDT,GatewayTestSuite-4lE754yQVM87zP09Iak769-capture,USD,20.01,Credited,USD,-20.01,20.01,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8.01632E+15,863632438298068J,GatewayTestSuite-7MolywNuY1oIsdxBCOAM3K,823632438298875A,GatewayTestSuite-0xGoK1PxuqWTNT85qtO2u5,,,2021-09-24 23:25:16,PDT,GatewayTestSuite-0xGoK1PxuqWTNT85qtO2u5,USD,-11,Debited,USD,11,-11,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8016323810690729,882632381064289E,GatewayTestSuite-3jmGqz0AHfVf79RrvXRGoQ,8.02632E+15,<auto>,,,2021-09-24 23:25:16,PDT,Payment with empty split data - Payment with empty split data,USD,-22,Debited,USD,22,-22,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016323811281601,863632381065671C,GatewayTestSuite-71DXlwxWk8wq95eA6konuM,863632381065675D,GatewayTestSuite-71DXlwxWk8wq95eA6konuM-capture,,,2021-09-24 23:25:16,PDT,GatewayTestSuite-71DXlwxWk8wq95eA6konuM-capture,USD,20.01,Credited,USD,-20.01,20.01,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8.01632E+15,862632438299237A,GatewayTestSuite-14o7xxIITEsscXj3ChHAzW,8.02632E+15,<auto>,,,2021-09-24 23:25:16,PDT,Payment with empty split data - Payment with empty split data,USD,-21,Debited,USD,21,-21,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324383541034,863632438298068J,GatewayTestSuite-7MolywNuY1oIsdxBCOAM3K,863632438298073J,GatewayTestSuite-7MolywNuY1oIsdxBCOAM3K-capture,,,2021-09-24 23:25:16,PDT,GatewayTestSuite-7MolywNuY1oIsdxBCOAM3K-capture,USD,21,Credited,USD,-21,21,,,,,,,,,,
AffiniPayLLC,GatewayTestSuite,8.51608E+15,8016324383052032,853632438251969D,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-6kiU2BG1KYG1BJnGfg1i10,883632438251699D,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-6kiU2BG1KYG1BJnGfg1i10-capture,,,2021-09-24 23:25:16,PDT,7c5fkPk4aU5viBlwUwqq5A-3Gk56eEI6myARZ2MN5Ur6F-6kiU2BG1KYG1BJnGfg1i10-capture,USD,20.02,Credited,USD,-20.02,20.02,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8016323811160771,862632381062398H,GatewayTestSuite-46UlopAgM8n4kmUzQ0v95l,862632381062643G,GatewayTestSuite-0jTBwMCwrBgLNtDf3r9GMy,,,2021-09-24 23:25:16,PDT,GatewayTestSuite-0jTBwMCwrBgLNtDf3r9GMy,USD,-11,Debited,USD,11,-11,,,,,,,,,,
